HS_CODE_6,한국품목명_2012,한국수출금액_2012,한국수출금액_2013,한국수출금액_2014,한국수출금액_2015,한국수출금액_2016,한국수출증감률_2012,한국수출증감률_2013,한국수출증감률_2014,한국수출증감률_2015,한국수출증감률_2016,한국수입금액_2012,한국수입금액_2013,한국수입금액_2014,한국수입금액_2015,한국수입금액_2016,한국수입증감률_2012,한국수입증감률_2013,한국수입증감률_2014,한국수입증감률_2015,한국수입증감률_2016,한국수지_2012,한국수지_2013,한국수지_2014,한국수지_2015,한국수지_2016,중국품목명_2012,중국수출금액_2012,중국수출금액_2013,중국수출금액_2014,중국수출금액_2015,중국수출금액_2016,중국수출증감률_2012,중국수출증감률_2013,중국수출증감률_2014,중국수출증감률_2015,중국수출증감률_2016,중국수입금액_2012,중국수입금액_2013,중국수입금액_2014,중국수입금액_2015,중국수입금액_2016,중국수입증감률_2012,중국수입증감률_2013,중국수입증감률_2014,중국수입증감률_2015,중국수입증감률_2016,중국수지_2012,중국수지_2013,중국수지_2014,중국수지_2015,중국수지_2016,일본품목명_2012,일본수출금액_2012,일본수출금액_2013,일본수출금액_2014,일본수출금액_2015,일본수출금액_2016,일본수출증감률_2012,일본수출증감률_2013,일본수출증감률_2014,일본수출증감률_2015,일본수출증감률_2016,일본수입금액_2012,일본수입금액_2013,일본수입금액_2014,일본수입금액_2015,일본수입금액_2016,일본수입증감률_2012,일본수입증감률_2013,일본수입증감률_2014,일본수입증감률_2015,일본수입증감률_2016,일본수지_2012,일본수지_2013,일본수지_2014,일본수지_2015,일본수지_2016
852792,시계와 결합된 것(음성기록 또는 재생기기와 결합된 것을 제외한다),1,38,1,1,14,54.5,4076.5,-97.2,-51.3,2597.7,408,175,524,876,1000,-74.6,-57.2,200,67.1,14.2,-407,-137,-523,-876,-986,"Radio not combnd with sound rec/rep app,but with a clock",282119,262070,256846,269050,235220,-3.9,-7.1,-2,4.8,-12.6,1636,4771,3210,3275,3854,-61.8,191.6,-32.7,2,17.7,280483,257299,253636,265775,231366,"Radio-broadcast receivers, not combined with sound recording or reproducing apparatus but combined with a clock, other than those of subheadings 8527.12 to 8527.29",5171,14188,256846,269050,1774,-82.9,174.4,-2,4.8,-16.8,474079,519721,3210,3275,183887,-10,9.6,-32.7,2,-53.2,-468908,-505533,253636,265775,-182113
382474,"수소염화불화탄소(HCFCs)를 함유하는 것[과불화탄소(PFCs) 또는 수소불화탄소(HFCs)의 함유 여부는 불문하지만, 염화불화탄소(CFCs)를 함유하지 아니한 것에 한한다]",1,11,3,2,3,-61.8,685.9,-75.6,-41.2,121.3,719,251,536,745,1266,180.3,-65.1,113.8,38.8,70,-718,-241,-533,-744,-1263,"Mixtures containing HCFCs of meth-,eth- or prop-ane",24502,14581,11526,9699,11178,-31.1,-40.5,-21,-15.8,15.2,18,12,9,0,0,-54,-31.4,-29.2,-100,0,24484,14569,11517,9699,11178,"Mixtures containing hydrochlorofluorocarbons (hcfcs), whether or not containing perfluorocarbons (pfcs) or hydrofluorocarbons (hfcs), but not containing chlorofluorocarbons (cfcs)",0,2380,11526,9699,11124,0,0,-21,-15.8,17,0,0,9,0,1806,0,0,-29.2,-100,137,0,2380,11517,9699,9318
291221,벤즈알데히드,1,1,0,0,7,0,-62.9,-53.5,-32.1,4174.5,4277,4967,5903,6808,6788,-21,16.1,18.9,15.3,-0.3,-4276,-4967,-5903,-6808,-6781,Benzaldehyde,18780,20101,18337,22021,26016,-8.7,7,-8.8,20.1,18.1,3799,6581,5653,5245,4744,-41.4,73.2,-14.1,-7.2,-9.5,14981,13520,12684,16776,21272,Benzaldehyde,14169,49381,18337,22021,781,-97.4,248.5,-8.8,20.1,-94.6,71673,90253,5653,5245,71410,-24.8,25.9,-14.1,-7.2,-12,-57504,-40872,12684,16776,-70629
151329,기타,1,0,0,1,2,0,-100,0,0,166.5,12433,6170,13240,9233,5313,-19.9,-50.4,114.6,-30.3,-42.5,-12432,-6171,-13240,-9233,-5311,,,,13,13,,,,0,-5.3,,,,424464,473701,,,,13.8,11.6,,,,-424451,-473688,,"Palm kernel or babassu oil and their fractions, refined but not chemically modified",0,12116,13,13,5906,-100,0,0,-5.3,-53.2,9543108,8720696,424464,473701,10532165,-31,-8.6,13.8,11.6,1.9,-9543108,-8708580,-424451,-473688,-10526259
160412,청어,1,0,78,55,62,0,-100,0,-29.8,13.2,50,44,21,15,33,50.9,-12.5,-52.8,-29,125.7,-49,-44,57,39,29,Herrings prepared or preserved,11054,10036,9862,8451,7434,36,-9.2,-1.7,-14.3,-12,68,60,99,170,425,25.8,-12.6,65.6,72.4,149.9,10986,9976,9763,8281,7009,"Herrings, prepared or preserved, whole or in pieces, but not minced",214642,341055,9862,8451,321448,-19.3,58.9,-1.7,-14.3,-9.1,1136853,1310813,99,170,821280,22.7,15.3,65.6,72.4,-19.4,-922211,-969758,9763,8281,-499832
30214,대서양연어[살모살라(Salmosalar)]와다뉴브연어[후코후코(Huchohucho)],0,0,0,0,0,0,0,0,0,0,28334,44818,56928,76088,138146,0,58.2,27,33.7,81.6,-28334,-44818,-56928,-76088,-138146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30442,송어[살모트루타(Salmotrutta)ㆍ옹코링쿠스미키스(Oncorhynchusmykiss)ㆍ옹코링쿠스클라키(Oncorhynchusclarki)ㆍ옹코링쿠스아구아보니타(Oncorhynchusaguabonita)ㆍ옹코링쿠스길래(Oncorhynchusgilae)ㆍ옹코링쿠스아파케(Oncorhynchusapache)ㆍ옹코링쿠스크리소가스터(Oncorhynchuschrysogaster)],0,0,0,0,1,0,0,0,0,275.3,0,0,0,16,729,0,0,-100,0,4519.9,0,-1,0,-16,-728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80310,플랜틴(plantain),0,0,0,24,0,0,0,0,0,-100,0,0,0,14,14,0,-100,0,282500,-2.1,0,0,0,9,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,Plantains,1850,666,,,,0,-64,,,,21203,53955,,,,0,154.5,,,,-19353,-53289,,,
80929,기타,0,1,0,0,2,0,0,-100,0,1914.2,82711,89844,125454,125801,124976,0,8.6,39.6,0.3,-0.7,-82711,-89843,-125454,-125802,-124974,Other,896,3,2,8,7,0,-99.7,-40.1,352.7,-14.4,306393,296136,529135,672478,793636,0,-3.3,78.7,27.1,18,-305497,-296133,-529133,-672470,-793629,Other,394,205,2,8,2650,0,-48,-40.1,352.7,61.7,7592526,6884545,529135,672478,4937151,0,-9.3,78.7,27.1,-7.9,-7592132,-6884340,-529133,-672470,-4934501
90931,부수지도잘게부수지도않은것,0,0,0,0,0,0,0,0,0,0,875,767,898,931,949,0,-12.4,17.2,3.7,1.9,-875,-767,-898,-932,-949,Neither crushed nor ground,2045,1518,215,446,295,0,-25.8,-85.8,107.2,-33.7,328,569,398,249,358,0,73.5,-30.1,-37.3,43.7,1717,949,-183,197,-63,,,,215,446,,,,-85.8,107.2,,,,398,249,,,,-30.1,-37.3,,,,-183,197,
100710,종자,0,0,0,0,0,0,0,0,0,0,68,0,34,53,17,0,-99.8,20514.5,54.4,-68.7,-68,-1,-34,-53,-17,Grain sorghum seed,29,31,24,21,131,0,8.9,-24,-10.4,521.8,59,27,4,8,269,0,-55.2,-83.8,93.9,3112.8,-30,4,20,13,-138,,,,24,21,,,,-24,-10.4,,,,4,8,,,,-83.8,93.9,,,,20,13,
120242,껍데기를벗긴것(부수었는지에상관없다),0,1,12,55,7,0,0,1574.5,372,-87.7,1362,371,515,743,960,0,-72.7,38.6,44.3,29.1,-1362,-371,-503,-689,-953,"Shelled, whether or not broken",205125,169928,154847,173992,149404,0,-17.2,-8.9,12.4,-14.1,23254,11919,28927,110331,169682,0,-48.7,142.7,281.4,53.8,181871,158009,125920,63661,-20278,"Shelled, whether or not broken",225,1575,154847,173992,2717,0,600,-8.9,12.4,73.9,5125907,5430638,28927,110331,6440403,0,5.9,142.7,281.4,0.3,-5125682,-5429063,125920,63661,-6437686
20319,기타,0,0,1,50,84,0,0,0,5726.1,67.7,102454,60511,83456,84568,102155,-23.1,-40.9,37.9,1.3,20.8,-102454,-60512,-83455,-84518,-102071,Other meat of swine fresh orchilled,54918,49561,43845,38750,27513,-21.3,-9.8,-11.5,-11.6,-29,13,85,3074,109,0,0,551.6,3532.2,-96.5,-100,54905,49476,40771,38641,27513,"Meat of swine, nesoi, fresh or chilled",3281,6297,43845,38750,20448,-20.3,91.9,-11.5,-11.6,51.9,136327275,154920820,3074,109,186579718,2.4,13.6,3532.2,-96.5,5.9,-136323994,-154914523,40771,38641,-186559270
20649,기타,0,61,100,0,17,-100,0,65.4,-99.8,11340.8,39009,49336,52576,49986,39191,-35.6,26.5,6.6,-4.9,-21.6,-39009,-49276,-52476,-49986,-39174,Other edible offal of swine frozen,959,11604,140,911,900,714.2,1109.5,-98.8,552.6,-1.2,1441479,1495846,1399383,1250474,2444478,15.3,3.8,-6.4,-10.6,95.5,-1440520,-1484242,-1399243,-1249563,-2443578,"Offal of swine except livers, edible, frozen",91970,179069,140,911,185622,-3.4,94.7,-98.8,552.6,6.4,4812312,5155211,1399383,1250474,7215345,30.4,7.1,-6.4,-10.6,-10.1,-4720342,-4976142,-1399243,-1249563,-7029723
20713,절단육과설육(屑肉)(신선한것이나냉장한것으로한정한다),0,127,0,0,0,-99.9,32164.7,-100,0,0,0,0,0,1,0,-0.7,-56.1,-83.8,2966.7,-97,0,126,0,-1,0,"Cuts & offal, fresh or chilled hen",462,326,211,446,1076,-13.2,-29.4,-35.1,110.8,141.4,0,0,0,0,0,0,0,0,0,0,462,326,211,446,1076,,,,211,446,,,,-35.1,110.8,,,,0,0,,,,0,0,,,,211,446,
310540,오르토인산 2수소암모늄  및  이와  오르토인산수소 2암모늄의  혼합물,0,1,3,3,1,-100,0,536.9,-8.7,-58.1,935,910,3472,3529,3927,15.9,-2.7,281.6,1.6,11.3,-935,-910,-3469,-3526,-3926,"Ammonium dihydrogenorthophosphate, mixtures thereof with diammonium hydroge northophos phate",286338,272685,957060,1151608,686882,-29.8,-4.8,251,20.3,-40.4,41,89,23,22,2916,-76,114.7,-74.3,-2.3,12983.7,286297,272596,957037,1151586,683966,Ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate),6508,1104,957060,1151608,21295,-48.5,-83,251,20.3,1.9,5967966,6578483,23,22,4838676,-26.4,10.2,-74.3,-2.3,-28.5,-5961458,-6577379,957037,1151586,-4817381
310551,질산염과  인산염을  함유한  비료,0,0,0,0,0,-100,0,0,0,0,151,157,241,124,185,-39.8,3.5,53.4,-48.3,48.7,-151,-157,-241,-125,-185,Fertilizers containing nitrates & phosphates,2055,4445,1842,17330,5845,273.8,116.3,-58.6,840.7,-66.3,5,0,0,0,0,-87.6,-100,0,0,-100,2050,4445,1842,17330,5845,,,,1842,17330,331,,,-58.6,840.7,-48.8,,,0,0,9141,,,0,0,12.9,,,1842,17330,-8810
520645,구성하는단사가125데시텍스미만인것(단사당미터식번수80수초과),35,0,129,8,28,-64.6,-98.6,27146.3,-93.4,233.6,828,802,509,542,627,9.8,-3.1,-36.5,6.3,15.7,-793,-802,-380,-534,-599,"Cotton yarn multiple yarn, per single yarn less than 125 decitex exceedomg 80 metric number per single yarn",75311,117687,19201,2562,2091,669.7,56.3,-83.7,-86.7,-18.4,111,337,316,594,1767,-59.2,204.1,-6.3,88.2,197.5,75200,117350,18885,1968,324,"Cotton yarn nesoi, less than 85% (wt.) cotton, not for retail sale, multiple or cabled combed yarn, over 80 nm per single yarn",7732,8483,19201,2562,4017,-19,9.7,-83.7,-86.7,252.4,3452,7277,316,594,7365,12.9,110.8,-6.3,88.2,-64.8,4280,1206,18885,1968,-3348
490591,책자로된것,35,29,79,152,166,-10.5,-17.4,176.7,91.7,9.1,4715,4335,4060,3836,3011,-2.6,-8.1,-6.3,-5.5,-21.5,-4680,-4307,-3981,-3684,-2845,"Maps.hydrographic or similar charts, in book-form",1500,1807,3608,2699,2324,-29.9,20.5,99.6,-25.2,-13.9,411,243,314,362,573,43.5,-40.8,29,15.3,58.3,1089,1564,3294,2337,1751,"Maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans, printed, in book form",1233,1407,3608,2699,8167,-73.2,14.1,99.6,-25.2,-11.9,75679,60590,314,362,16601,-10.4,-19.9,29,15.3,-36.8,-74446,-59183,3294,2337,-8434
291219,기타,34,71,164,561,14,-73.3,108.6,131.9,241.8,-97.5,9351,5052,7095,5981,3370,3.8,-46,40.4,-15.7,-43.7,-9317,-4982,-6931,-5421,-3356,Other acyclic aldehydes without oxygen function,52591,54705,57167,63775,60605,10.3,4,4.5,11.6,-5,91143,79308,79422,62528,49376,0.9,-13,0.1,-21.3,-21,-38552,-24603,-22255,1247,11229,"Acyclic aldehydes without other oxygen function, nesoi",2677438,3958274,57167,63775,5300214,-13.9,47.8,4.5,11.6,-3.1,971970,1182428,79422,62528,878954,-27.4,21.7,0.1,-21.3,-22.6,1705468,2775846,-22255,1247,4421260
847979,기타,33,10,40,243,901,0,-70.3,303.5,506.4,271.3,234,268,91,696,54,0,14.4,-66,665.2,-92.2,-201,-258,-51,-454,847,Other,232,746,397,365,303,0,221.6,-46.7,-8.1,-17,183,4771,20451,16217,9333,0,2509.7,328.6,-20.7,-42.4,49,-4025,-20054,-15852,-9030,Other,1304,119959,397,365,13493,0,9099.3,-46.7,-8.1,593,0,455,20451,16217,439,0,0,328.6,-20.7,-68.1,1304,119504,-20054,-15852,13054
521221,표백하지  않은  기타  면직물로 1제곱미터당  중량이 200g이상인  것,33,202,32,38,37,-76.3,508.3,-84.4,19.1,-2.7,26,7,9,85,24,-51.9,-72.1,32.9,799.2,-71.6,7,194,23,-48,13,Unbleached other woven fabricsof cotton weighting more than200g/m2,4124,2964,3449,4738,2229,-0.1,-28.1,16.4,37.4,-53,243,726,637,363,338,-35.3,198.3,-12.2,-43,-7,3881,2238,2812,4375,1891,"Woven fabrics of cotton, less than 85% cotton by weight nesoi, unbleached, weighing over 200 g/m2",9022,5502,3449,4738,6175,-4.3,-39,16.4,37.4,-32.9,226490,188824,637,363,211951,6.7,-16.6,-12.2,-43,-24.1,-217468,-183322,2812,4375,-205776
250860,뮬라이트,29,86,105,28,29,-44.6,198.3,22.4,-72.9,2.8,14218,10338,9892,9229,9616,-7.5,-27.3,-4.3,-6.7,4.2,-14189,-10252,-9787,-9202,-9587,Mullite,20425,12351,14130,10724,10041,-22,-39.5,14.4,-24.1,-6.4,3044,2342,2496,3693,3045,14.1,-23.1,6.6,48,-17.5,17381,10009,11634,7031,6996,Mullite,162262,80465,14130,10724,120700,-40.6,-50.4,14.4,-24.1,39.8,674041,871261,2496,3693,671178,-15,29.3,6.6,48,0.2,-511779,-790796,11634,7031,-550478
110220,옥수수가루,27,59,66,62,55,1.3,121,11.9,-6.1,-10.8,3527,2509,2803,3103,3515,12.8,-28.9,11.7,10.7,13.3,-3500,-2451,-2737,-3042,-3460,Maize corn  flour,4,3,5,11,76,-61.7,-11.8,33.4,145.9,566.7,579,965,795,888,824,-26.4,66.6,-17.6,11.7,-7.2,-575,-962,-790,-877,-748,Corn (maize) flour,0,4777,5,11,4882,-100,0,33.4,145.9,68.9,15004,16887,795,888,29664,-27,12.5,-17.6,11.7,18.6,-15004,-12110,-790,-877,-24782
200580,"조제 ,저장처리한  스위트콘 (초산처리한것과  냉동한것제외 )",27,28,37,137,224,-1.8,4.2,32.1,271.2,63.2,40140,34504,33710,38774,43692,20.8,-14,-2.3,15,12.7,-40113,-34476,-33673,-38637,-43468,"Sweet corn, prepared or preserved excluding by acetic acid,not frozen",42702,57377,58902,54985,75478,-12.6,34.4,2.7,-6.7,37.3,2962,2914,3856,4491,4431,19.5,-1.6,32.3,16.5,-1.3,39740,54463,55046,50494,71047,"Sweet corn (zea mays var. saccharta) prepared or preserved otherwise than by vinegar or acetic acid, not frozen",13200,20465,58902,54985,30360,6.3,55,2.7,-6.7,-16.5,7834839,9015170,3856,4491,9418213,13.1,15.1,32.3,16.5,-14.8,-7821639,-8994705,55046,50494,-9387853
60490,기타,26,32,25,156,85,0,22.4,-21.7,521.3,-45.6,1126,1756,1813,2300,3438,0,56,3.2,26.9,49.5,-1100,-1725,-1788,-2145,-3353,Other,16729,16252,15767,20139,22599,0,-2.9,-3,27.7,12.2,806,821,1135,1849,1010,0,1.9,38.2,62.9,-45.4,15923,15431,14632,18290,21589,Other,21134,16701,15767,20139,41509,0,-21,-3,27.7,41.2,503379,594738,1135,1849,673771,0,18.1,38.2,62.9,-11.7,-482245,-578037,14632,18290,-632262
81330,사과 (건조한것 ),20,19,8,86,257,-8.8,-8.9,-55.7,938.9,198.9,16,26,92,6,10,-81.5,68.4,250.7,-93.2,50.8,4,-8,-84,79,247,Apples dried,890,508,289,296,580,-66.7,-42.9,-43,2.3,95.7,71,15,106,157,74,222.7,-78.3,583.7,48.8,-52.9,819,493,183,139,506,,,,289,296,258,,,-43,2.3,-72.6,,,106,157,224990,,,583.7,48.8,3.6,,,183,139,-224732
510810,카아드한  섬수모사 (소매용의것제외 ),16,107,169,104,22,-84.7,562.3,58.5,-38.7,-78.5,2113,3016,3092,6264,10789,51.7,42.7,2.5,102.6,72.2,-2097,-2910,-2923,-6161,-10767,"Yarn of fine animal hair carded, not put up for retail sail",258435,333978,328497,264119,298958,10.9,29.2,-1.6,-19.6,13.2,10491,12738,16702,16140,13130,-1.6,21.4,31.1,-3.4,-18.7,247944,321240,311795,247979,285828,"Yarn of fine animal hair, not put up for retail sale, carded",75453,85822,328497,264119,74479,7.2,13.7,-1.6,-19.6,23.4,836905,1105979,16702,16140,883016,-10.5,32.2,31.1,-3.4,-18.3,-761452,-1020157,311795,247979,-808537
90300,마태,12,57,3,14,2,-50.2,369.6,-94.1,302.9,-81.9,969,1953,1453,1327,724,43.5,101.6,-25.6,-8.7,-45.5,-957,-1897,-1450,-1314,-722,Mate,11,21,5,5,6,-71.1,84.8,-77,-2.3,34.8,161,301,585,864,346,-17.7,87,94.5,47.8,-59.9,-150,-280,-580,-859,-340,Mate,0,36291,5,5,,0,0,-77,-2.3,,379070,156079,585,864,,1418.7,-58.8,94.5,47.8,,-379070,-119788,-580,-859,
611239,기타  방직용섬유제의  남자용 .소년용  수영복 (편직 .크로세 ),10,2,81,16,1,350.8,-84.2,4895.5,-80.4,-93.6,64,82,467,447,66,-1.5,26.9,473.2,-4.3,-85.3,-54,-80,-386,-431,-65,"Mens or boys swimwear, of other textile materials, knitted or crocheted",1274,1485,1305,1125,1103,223.6,16.6,-12.1,-13.8,-2,18,24,21,94,10,95.6,33,-11.2,343.9,-89.3,1256,1461,1284,1031,1093,"Mens or boys swimwear of textile materials nesoi, knitted or crocheted",916,0,1305,1125,1001,108.7,-100,-12.1,-13.8,153.4,12336,27377,21,94,25234,47.4,121.9,-11.2,343.9,71.3,-11420,-27377,1284,1031,-24233
940530,크리스마스장식용조명세트,9,29,6,79,33,-86.2,221.6,-77.8,1128.4,-58,2374,3851,4768,4713,3931,-16,62.2,23.8,-1.2,-16.6,-2365,-3822,-4762,-4634,-3898,Lighting sets of a kind used for christmas trees,1262531,1483322,1671857,1796791,1432527,7.6,17.5,12.7,7.5,-20.3,711,912,345,908,421,-67.6,28.4,-62.2,162.9,-53.6,1261820,1482410,1671512,1795883,1432106,Lighting sets of a kind used for christmas trees,976,1423,1671857,1796791,1553,233.1,45.8,12.7,7.5,0,385079,701688,345,908,388392,-17.2,82.2,-62.2,162.9,-13.8,-384103,-700265,1671512,1795883,-386839
670100,"우모 .솜털이  붙은  새의  피와  기타부분 ,우모와  그부분 ,솜털  및  이들의  제품",7,64,200,3,78,-48.5,773.8,212.2,-98.6,2630.2,468,235,491,186,299,36.3,-49.8,109,-62.1,60.9,-461,-171,-291,-184,-221,"Skins & other parts of birds with their feather or down, feathers",95388,111954,90749,59631,56421,6.8,17.4,-18.9,-34.3,-5.4,5450,6850,7144,9603,7700,29.2,25.7,4.3,34.4,-19.8,89938,105104,83605,50028,48721,"Skins and other parts of birds with their feathers or down, bleached, dyed or processed and articles of feathers or down nesoi",177818,183854,90749,59631,161110,-26.2,3.4,-18.9,-34.3,0.2,463920,597768,7144,9603,653211,10.5,28.9,4.3,34.4,1.3,-286102,-413914,83605,50028,-492101
110720,볶은것,7,8,6,24,9,-13.5,7.2,-16,270.9,-62.9,979,1253,1135,1653,1106,-8.4,28,-9.4,45.7,-33.1,-972,-1246,-1129,-1630,-1097,Malt roasted,77058,16790,7680,5506,6728,60.4,-78.2,-54.3,-28.3,22.2,8563,8774,7358,3625,2761,43.6,2.5,-16.1,-50.7,-23.8,68495,8016,322,1881,3967,,,,7680,5506,,,,-54.3,-28.3,,,,7358,3625,,,,-16.1,-50.7,,,,322,1881,
846810,수지식  취관,4,158,140,25,65,-92.3,3756.3,-11.4,-82.4,162.3,112,147,1238,476,588,-14.8,31.8,741.1,-61.6,23.5,-108,11,-1098,-452,-523,H&-held blow pipes,25642,28625,28402,29191,27522,-3.3,11.6,-0.8,2.8,-5.7,698,718,943,673,506,5.1,2.9,31.4,-28.6,-24.8,24944,27907,27459,28518,27016,Hand-held blow torches,217285,238838,28402,29191,230640,-18,9.9,-0.8,2.8,16.2,136682,175942,943,673,211629,2.6,28.7,31.4,-28.6,-9.7,80603,62896,27459,28518,19011
520631,구성하는단사가714.29데시텍스이상인것(단사당미터식번수14수이하),3,4,6,0,0,-99.8,34.6,60,-100,0,75,313,34,35,25,-22.9,315.1,-89.3,3.9,-29.7,-72,-310,-28,-35,-25,"Cotton yarn multiple yarn, per single yarn 714.29 decitex or more",12222,10358,7912,10720,6370,17.1,-15.3,-23.6,35.5,-40.6,37630,30695,1127,780,542,2441.3,-18.4,-96.3,-30.8,-30.6,-25408,-20337,6785,9940,5828,"Cotton yarn nesoi, less than 85% (wt.) cotton, not for retail sale, multiple or cabled uncombed yarn, not over 14 nm per single yarn",1686,487,7912,10720,4594,-74.6,-71.1,-23.6,35.5,-14.9,3886,5058,1127,780,1117,-42.6,30.2,-96.3,-30.8,-62,-2200,-4571,6785,9940,3477
240310,흡연용 담배(담배대용물의 포함비율을 불문한다),0,,,,,-100,,,,,0,,,,,-100,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470693,기계공정과화학공정의결합으로생산된펄프,0,0,1,12,64,-100,0,0,762.7,457.1,162,387,432,410,647,1887.4,138,11.8,-5.1,57.8,-162,-387,-431,-399,-583,Semi-chemical pulps of other fibrous cellulosic material,24,7,17,6,1,0,-72.2,153.3,-65,-79.1,4288,6217,8674,5952,2577,-17.2,45,39.5,-31.4,-56.7,-4264,-6210,-8657,-5946,-2576,"Semichemical pulps of fibrous cellulosic material (other than wood), nesoi",2624,13585,17,6,275,0.5,417.7,153.3,-65,-78.2,468384,374579,8674,5952,246165,1,-20,39.5,-31.4,-24.2,-465760,-360994,-8657,-5946,-245890
291423,이오논과메틸이오논,0,0,0,0,0,0,0,0,0,0,305,399,357,479,457,-5.3,31.1,-10.6,34.1,-4.6,-305,-400,-357,-479,-457,"Ionones, methylionones",13782,10896,9616,19631,23211,3.7,-20.9,-11.8,104.2,18.2,14218,17538,16239,18605,18744,1,23.4,-7.4,14.6,0.7,-436,-6642,-6623,1026,4467,Ionones and methylionones,714,496,9616,19631,,64.1,-30.5,-11.8,104.2,,164619,168747,16239,18605,,-20.4,2.5,-7.4,14.6,,-163905,-168251,-6623,1026,
253020,"키이저라이트 ,에프소마이트 (천연황산마그네슘 )",0,0,0,21,0,0,0,0,0,-100,200,189,16,96,59,57.5,-5.6,-91.5,494.3,-37.9,-200,-189,-16,-75,-59,"Kieserite, epsomite natural magnesium sulphates",1508,948,1240,1207,371,-0.6,-37.2,30.8,-2.6,-69.2,69,38,2,43,1,105.9,-45.9,-95.5,2480.3,-98.5,1439,910,1238,1164,370,,,,1240,1207,,,,30.8,-2.6,,,,2,43,,,,-95.5,2480.3,,,,1238,1164,
200560,"조제 ,저장처리한  아스파라거스 (초산처리한것과  냉동한것제외 )",0,0,0,0,0,-100,0,0,0,0,30,23,39,28,20,20.6,-23.3,72,-30,-26.8,-30,-23,-39,-28,-20,"Asparagus, prepared or preserved excluding by acetic acid,not frozen",122098,154708,165614,134748,139211,-10.5,26.7,7,-18.6,3.3,13,26,13,5,13,16.7,92.1,-50.1,-58,140.9,122085,154682,165601,134743,139198,,,,165614,134748,0,,,7,-18.6,0,,,13,5,360190,,,-50.1,-58,-23.8,,,165601,134743,-360190
292231,"가,암페프라몬,메타돈,노르메사돈 및 그들의 염",0,0,0,0,0,0,0,0,0,0,28,47,30,27,42,-3.1,68.7,-36.7,-8.8,54.9,-28,-47,-30,-27,-42,,,,0,0,,,,0,0,,,,9,10,,,,81.9,12.7,,,,-9,-10,,,,,0,0,,,,0,0,,,,9,10,,,,81.9,12.7,,,,-9,-10,
711230,귀금속 또는 귀금속 화합물을 포함하고 있는 회,0,0,127,160,187,-100,-100,0,25.8,16.7,0,16,88,87,0,-100,0,463.3,-0.4,-100,0,-16,39,73,187,1. Ash containing precious metal or precious metal compounds,862,771,13,289,,17.4,-10.5,-98.4,2173,,0,0,0,0,,0,0,0,0,,862,771,13,289,,1. Ash containing precious metal or precious metal compounds,0,999864,13,289,0,-100,0,-98.4,2173,-100,2973270,2482549,0,0,667762,-30.2,-16.5,0,0,-24.7,-2973270,-1482685,13,289,-667762
630691,면제의  캠프용품,0,0,0,,,0,0,0,,,0,0,0,,,-99.8,-100,0,,,0,0,0,,,Camping goods of cotton,0,0,,,,-100,0,,,,0,0,,,,-100,0,,,,0,0,,,,"Camping goods nesoi, of cotton",0,0,,,,0,0,,,,0,0,,,,-100,0,,,,0,0,,,
284510,중수 (산화중수소 ),0,0,0,0,0,0,0,0,0,0,4566,1,599,370,546,129801.2,-100,40415.8,-38.2,47.4,-4566,-2,-599,-371,-546,,,,0,0,,,,0,0,,,,3750,1689,,,,-29.5,-55,,,,-3750,-1689,,Heavy water (deuterium oxide),4186,2480,0,0,,-66.4,-40.8,0,0,,48939,33028,3750,1689,,14.1,-32.5,-29.5,-55,,-44753,-30548,-3750,-1689,
731920,안전핀 (철강제의  것 ),0,0,0,,,-100,0,0,,,18,0,0,,,-97.7,-100,0,,,-18,0,0,,,Safety pins of iron or steel,0,0,,,,-100,0,,,,0,0,,,,-100,0,,,,0,0,,,,Safety pins of iron or steel,0,0,,,,-100,0,,,,0,0,,,,-100,0,,,,0,0,,,
150200,소ㆍ면양 또는 산양의 지방(제1503호의 것을 제외한다),0,,,,,0,,,,,0,,,,,-100,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10639,기타,0,0,0,0,0,57.9,823.3,-100,0,0,242,153,610,175,262,114.6,-36.5,297.7,-71.3,49.7,-242,-154,-610,-176,-262,Other,3003,2926,1870,2762,2854,5.9,-2.6,-36.1,47.7,3.3,3782,2652,9716,11871,8128,46.6,-29.9,266.4,22.2,-31.5,-779,274,-7846,-9109,-5274,"Other live animals: birds excluding birds of prey, psittaciformes",31191,1269,1870,2762,20682,279.5,-95.9,-36.1,47.7,-50.6,154729,195227,9716,11871,191368,-12.5,26.2,266.4,22.2,-20.1,-123538,-193958,-7846,-9109,-170686
